index,Lo,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,time
762,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:05:46.600000000
763,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:06:15.400000000
764,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:06:44.200000000
765,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:07:13.000000000
766,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:07:41.800000000
767,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:08:10.600000000
768,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:08:39.400000000
769,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:09:08.200000000
770,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:09:37.000000000
771,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:10:05.800000000
772,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:10:34.600000000
773,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:11:03.400000000
774,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:11:32.200000000
775,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:12:01.000000000
776,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:12:29.800000000
777,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:12:58.600000000
778,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:13:27.400000000
779,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:13:56.200000000
780,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:14:25.000000000
781,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:14:53.800000000
782,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:15:22.600000000
783,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:15:51.400000000
784,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:16:20.200000000
785,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:16:49.000000000
786,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:17:17.800000000
787,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:17:46.600000000
788,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:18:15.400000000
789,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:18:44.200000000
790,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:19:13.000000000
791,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:19:41.800000000
792,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:20:10.600000000
793,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:20:39.400000000
794,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:21:08.200000000
795,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:21:37.000000000
796,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:22:05.800000000
797,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:22:34.600000000
798,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:23:03.400000000
799,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 06:23:32.200000000
800,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:24:01.000000000
801,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:24:29.800000000
802,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:24:58.600000000
803,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:25:27.400000000
804,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:25:56.200000000
805,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:26:25.000000000
806,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:26:53.800000000
807,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:27:22.600000000
808,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:27:51.400000000
809,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:28:20.200000000
810,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:28:49.000000000
811,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:29:17.800000000
812,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:29:46.600000000
813,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:30:15.400000000
814,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:30:44.200000000
815,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:31:13.000000000
816,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:31:41.800000000
817,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:32:10.600000000
818,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:32:39.400000000
819,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:33:08.200000000
820,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:33:37.000000000
821,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:34:05.800000000
822,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:34:34.600000000
823,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:35:03.400000000
824,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:35:32.200000000
825,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:36:01.000000000
826,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:36:29.800000000
827,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:36:58.600000000
828,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:37:27.400000000
829,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:37:56.200000000
830,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:38:25.000000000
831,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:38:53.800000000
832,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:39:22.600000000
833,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:39:51.400000000
834,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:40:20.200000000
835,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:40:49.000000000
836,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:41:17.800000000
837,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:41:46.600000000
838,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:42:15.400000000
839,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:42:44.200000000
840,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:43:13.000000000
841,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:43:41.800000000
842,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:44:10.600000000
843,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:44:39.400000000
844,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:45:08.200000000
845,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:45:37.000000000
846,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:46:05.800000000
847,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:46:34.600000000
848,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:47:03.400000000
849,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:47:32.200000000
850,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:48:01.000000000
851,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:48:29.800000000
852,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:48:58.600000000
853,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:49:27.400000000
854,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:49:56.200000000
855,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:50:25.000000000
856,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:50:53.800000000
857,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:51:22.600000000
858,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:51:51.400000000
859,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:52:20.200000000
860,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:52:49.000000000
861,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:53:17.800000000
862,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:53:46.600000000
863,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:54:15.400000000
864,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:54:44.200000000
865,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:55:13.000000000
866,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:55:41.800000000
867,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:56:10.600000000
868,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:56:39.400000000
869,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:57:08.200000000
870,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:57:37.000000000
871,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:58:05.800000000
872,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:58:34.600000000
873,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:59:03.400000000
874,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 06:59:32.200000000
875,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:00:01.000000000
876,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:00:29.800000000
877,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:00:58.600000000
878,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:01:27.400000000
879,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:01:56.200000000
880,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:02:25.000000000
881,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:02:53.800000000
882,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:03:22.600000000
883,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:03:51.400000000
884,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:04:20.200000000
885,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:04:49.000000000
886,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:05:17.800000000
887,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:05:46.600000000
888,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:06:15.400000000
889,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:06:44.200000000
890,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:07:13.000000000
891,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:07:41.800000000
892,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:08:10.600000000
893,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:08:39.400000000
894,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:09:08.200000000
895,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:09:37.000000000
896,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:10:05.800000000
897,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:10:34.600000000
898,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:11:03.400000000
899,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:11:32.200000000
900,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:12:01.000000000
901,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:12:29.800000000
902,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:12:58.600000000
903,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:13:27.400000000
904,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:13:56.200000000
905,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:14:25.000000000
906,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:14:53.800000000
907,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:15:22.600000000
908,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:15:51.400000000
909,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:16:20.200000000
910,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:16:49.000000000
911,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:17:17.800000000
912,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:17:46.600000000
913,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:18:15.400000000
914,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:18:44.200000000
915,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:19:13.000000000
916,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:19:41.800000000
917,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:20:10.600000000
918,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:20:39.400000000
919,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:21:08.200000000
920,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:21:37.000000000
921,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:22:05.800000000
922,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:22:34.600000000
923,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:23:03.400000000
924,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:23:32.200000000
925,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:24:01.000000000
926,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:24:29.800000000
927,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:24:58.600000000
928,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:25:27.400000000
929,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:25:56.200000000
930,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:26:25.000000000
931,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:26:53.800000000
932,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:27:22.600000000
933,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:27:51.400000000
934,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:28:20.200000000
935,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:28:49.000000000
936,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:29:17.800000000
937,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:29:46.600000000
938,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:30:15.400000000
939,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:30:44.200000000
940,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:31:13.000000000
941,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:31:41.800000000
942,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:32:10.600000000
943,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:32:39.400000000
944,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:33:08.200000000
945,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:33:37.000000000
946,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:34:05.800000000
947,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:34:34.600000000
948,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:35:03.400000000
949,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:35:32.200000000
950,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:36:01.000000000
951,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:36:29.800000000
952,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:36:58.600000000
953,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:37:27.400000000
954,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:37:56.200000000
955,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:38:25.000000000
956,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:38:53.800000000
957,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:39:22.600000000
958,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:39:51.400000000
959,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:40:20.200000000
960,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:40:49.000000000
961,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:41:17.800000000
962,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:41:46.600000000
963,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:42:15.400000000
964,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:42:44.200000000
965,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:43:13.000000000
966,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:43:41.800000000
967,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:44:10.600000000
968,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:44:39.400000000
969,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:45:08.200000000
970,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:45:37.000000000
971,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:46:05.800000000
972,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:46:34.600000000
973,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:47:03.400000000
974,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:47:32.200000000
975,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:48:01.000000000
976,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:48:29.800000000
977,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:48:58.600000000
978,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:49:27.400000000
979,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:49:56.200000000
980,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:50:25.000000000
981,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:50:53.800000000
982,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:51:22.600000000
983,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:51:51.400000000
984,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:52:20.200000000
985,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:52:49.000000000
986,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:53:17.800000000
987,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:53:46.600000000
988,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:54:15.400000000
989,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:54:44.200000000
990,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:55:13.000000000
991,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:55:41.800000000
992,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:56:10.600000000
993,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:56:39.400000000
994,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:57:08.200000000
995,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:57:37.000000000
996,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:58:05.800000000
997,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:58:34.600000000
998,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:59:03.400000000
999,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 07:59:32.200000000
1000,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:00:01.000000000
1001,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:00:29.800000000
1002,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:00:58.600000000
1003,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:01:27.400000000
1004,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:01:56.200000000
1005,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:02:25.000000000
1006,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:02:53.800000000
1007,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:03:22.600000000
1008,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:03:51.400000000
1009,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:04:20.200000000
1010,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:04:49.000000000
1011,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:05:17.800000000
1012,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:05:46.600000000
1013,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:06:15.400000000
1014,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:06:44.200000000
1015,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:07:13.000000000
1016,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:07:41.800000000
1017,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:08:10.600000000
1018,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:08:39.400000000
1019,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:09:08.200000000
1020,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:09:37.000000000
1021,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:10:05.800000000
1022,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:10:34.600000000
1023,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:11:03.400000000
1024,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:11:32.200000000
1025,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:12:01.000000000
1026,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:12:29.800000000
1027,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:12:58.600000000
1028,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:13:27.400000000
1029,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:13:56.200000000
1030,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:14:25.000000000
1031,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:14:53.800000000
1032,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:15:22.600000000
1033,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:15:51.400000000
1034,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:16:20.200000000
1035,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:16:49.000000000
1036,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:17:17.800000000
1037,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:17:46.600000000
1038,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:18:15.400000000
1039,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:18:44.200000000
1040,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:19:13.000000000
1041,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:19:41.800000000
1042,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:20:10.600000000
1043,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:20:39.400000000
1044,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:21:08.200000000
1045,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:21:37.000000000
1046,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:22:05.800000000
1047,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:22:34.600000000
1048,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:23:03.400000000
1049,1.0,0.0,0,0,0.0,0,0,0,1.0,0,0,0 days 08:23:32.200000000
1050,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:24:01.000000000
1051,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:24:29.800000000
1052,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:24:58.600000000
1053,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:25:27.400000000
1054,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:25:56.200000000
1055,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:26:25.000000000
1056,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:26:53.800000000
1057,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:27:22.600000000
1058,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:27:51.400000000
1059,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:28:20.200000000
1060,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:28:49.000000000
1061,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:29:17.800000000
1062,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:29:46.600000000
1063,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0 days 08:30:15.400000000
